depot,date,service_number,actual_kms,actual_trips,seat_kms,passenger_kms,occupancy_ratio,revenue
BODHAN,2026-03-13,ARD2,424,8,22624.64,23194.78093,1.0252,24648
HYDERABAD-I,2026-03-13,ARD4,376,2,18566.88,15863.54227,0.8544,20514
ARMOOR,2026-03-13,ARJ1,440,2,17098.4,9542.61704,0.5581,19462
ARMOOR,2026-03-13,ARJ2,350,1.59,13601,5436.3197,0.3997,11087
ARMOOR,2026-03-13,ARJ3,440,2,17098.4,8788.5776,0.514,17926
ARMOOR,2026-03-13,ARJ5,440,2,17098.4,4089.93728,0.2392,8343
ARMOOR,2026-03-13,ARJ6,440,2,17098.4,9209.19824,0.5386,18782
ARMOOR,2026-03-13,ARJ7,440,2,17098.4,4281.43936,0.2504,8731
KARIMNAGAR-I,2026-03-13,ARK1,400,8,21508,15548.1332,0.7229,16524
NARSAMPET,2026-03-13,ASE1,320,12,17612.8,16913.57184,0.9603,17974
BODHAN,2026-03-13,ASF1,550,2,22929.5,9573.06625,0.4175,14104
MAHABOOBABAD,2026-03-13,ASP1,348,4,18489.24,21891.26016,1.184,23264
MAHABOOBABAD,2026-03-13,ASP2,348,4,18489.24,23002.46348,1.2441,24444
MAHABOOBABAD,2026-03-13,ASP5,348,4,18489.24,25411.61146,1.3744,27004
MAHABOOBABAD,2026-03-13,ASP7,348,4,19153.92,16819.05715,0.8781,17874
MAHABOOBABAD,2026-03-13,ATC1,300,10,16512,20141.3376,1.2198,21404
BANSWADA,2026-03-13,AUR1,387,4,20650.32,24429.32856,1.183,25962
BANSWADA,2026-03-13,AUR2,336,8.46,17928.96,18552.88781,1.0348,19716
BHUPALAPALLAY,2026-03-13,AZ02,400,8,21252,22331.6016,1.0508,23732
JANGAON,2026-03-13,B007,360,6,19814.4,27157.61664,1.3706,28860
JANGAON,2026-03-13,B013,360,6,19814.4,23303.71584,1.1761,24764
JANGAON,2026-03-13,B020,262,2.98,14420.48,10757.67808,0.746,11432
JANGAON,2026-03-13,B022,352,4,19374.08,15146.65574,0.7818,16096
JANGAON,2026-03-13,B023,357,4,19649.28,17175.43565,0.8741,18252
JANGAON,2026-03-13,B024,427,6.1,22686.51,19848.4276,0.8749,21094
JANGAON,2026-03-13,B025,357,4,19649.28,23675.41747,1.2049,25160
JANGAON,2026-03-13,B029,360,6,19814.4,20743.69536,1.0469,22044
JANGAON,2026-03-13,B036,360,6,19814.4,20959.67232,1.0578,22274
HYDERABAD-II,2026-03-13,B041,300,1.97,16500,13477.2,0.8168,14322
HYDERABAD-II,2026-03-13,B042,344,2,18920,17277.744,0.9132,18362
JANGAON,2026-03-13,B059,357,4,19649.28,22812.81408,1.161,24244
JANGAON,2026-03-13,B060,357,4,19649.28,22034.70259,1.1214,23416
JANGAON,2026-03-13,B061,342,4,18823.68,12894.2208,0.685,13702
JANGAON,2026-03-13,B153,384,6,20401.92,14815.8743,0.7262,15745
JANGAON,2026-03-13,B163,414,6,21995.82,17972.78452,0.8171,19100
THORROR,2026-03-13,BBD1,503,4.17,26306.9,29674.1832,1.128,38373
THORROR,2026-03-13,BBD5,370,2,20364.8,21802.55488,1.0706,23170
THORROR,2026-03-13,BBD7,453,4,23691.9,23961.98766,1.0114,30988
JANGAON,2026-03-13,BBN2,422,5.32,22070.6,19318.39618,0.8753,24983
WARANGAL-I,2026-03-13,BCD1,488,,19973.84,15437.78094,0.7729,22746
PARKAL,2026-03-13,BCD1,492,2,20137.56,13643.1969,0.6775,20102
WARANGAL-I,2026-03-13,BCD2,484,,19810.12,13615.49548,0.6873,20062
PARKAL,2026-03-13,BCD2,492,2,20137.56,17296.15028,0.8589,25484
PARKAL,2026-03-13,BCD3,492,2,20137.56,13075.31771,0.6493,19266
BHUPALAPALLAY,2026-03-13,BCE1,566,2,29601.8,35528.08036,1.2002,45946
HYDERABAD-II,2026-03-13,BCK1,400,2,20144,18006.7216,0.8939,23287
HYDERABAD-I,2026-03-13,BCK2,388,2,19012,26109.1796,1.3733,33764
HYDERABAD-II,2026-03-13,BCK2,400,2,20144,21834.0816,1.0839,28236
HYDERABAD-I,2026-03-13,BCK3,388,2,19539.68,17585.712,0.9,22741
HYDERABAD-II,2026-03-13,BCK4,400,2,20144,29442.4704,1.4616,38076
HYDERABAD-I,2026-03-13,BCK4,388,2,19539.68,18500.16902,0.9468,23924
HYDERABAD-II,2026-03-13,BCK5,400,2,19600,24823.4,1.2665,32102
HYDERABAD-II,2026-03-13,BCK7,400,2,20144,16149.4448,0.8017,20885
HYDERABAD-II,2026-03-13,BCK8,400,2,20144,16433.4752,0.8158,21252
HYDERABAD-II,2026-03-13,BCK9,400,2,20144,9391.1328,0.4662,12144
NARSAMPET,2026-03-13,BCM1,504,4,26359.2,29664.64368,1.1254,38364
NIZAMABAD-I,2026-03-13,BCM1,996,2.01,35856,20757.0384,0.5789,34906
HYDERABAD-I,2026-03-13,BCM1,634,2,24865.48,9073.413652,0.3649,18505
PARKAL,2026-03-13,BCM2,492,2,25731.6,27043.9116,1.051,34972
NARSAMPET,2026-03-13,BCM2,504,2,26359.2,26364.47184,1.0002,34094
NIZAMABAD-I,2026-03-13,BCM2,996,2.01,35856,21266.1936,0.5931,35763
BANSWADA,2026-03-13,BCR1,543,2,28654.11,19556.43008,0.6825,25290
BANSWADA,2026-03-13,BCR2,543,2,28654.11,27737.17848,0.968,35870
BANSWADA,2026-03-13,BCR3,543,2,28654.11,29828.92851,1.041,38576
BODHAN,2026-03-13,BD10,344,6,18355.84,14176.21523,0.7723,15066
MAHABOOBABAD,2026-03-13,BDB1,350,10,18595.5,11713.30545,0.6299,12448
MAHABOOBABAD,2026-03-13,BDB2,350,10,18595.5,17855.3991,0.9602,18974
MAHABOOBABAD,2026-03-13,BDB3,336,10.5,17851.68,19226.25936,1.077,20432
MAHABOOBABAD,2026-03-13,BDB4,355,6,18861.15,17989.76487,0.9538,19118
WARANGAL-I,2026-03-13,BDE9,424,3,21445.92,30328.82006,1.4142,39220
BANSWADA,2026-03-13,BDN1,410,12.09,21877.6,21678.51384,0.9909,23038
BANSWADA,2026-03-13,BDR1,439,4,23166.03,26861.01179,1.1595,34736
BODHAN,2026-03-13,BDR1,440,6,23478.4,23187.26784,0.9876,24642
ARMOOR,2026-03-13,BDR1,396,12,21938.4,16675.37784,0.7601,17722
BANSWADA,2026-03-13,BDR2,419,8,22110.63,16390.61002,0.7413,21196
BHUPALAPALLAY,2026-03-13,BGH1,484,9.44,25714.92,25974.64069,1.0101,27604
WARANGAL-I,2026-03-13,BGL1,1528,2,64176,16993.8048,0.2648,42231
WARANGAL-I,2026-03-13,BGL2,1506,2,63252,17134.9668,0.2709,42577
BODHAN,2026-03-13,BGSL,1592,2,57312,16161.984,0.282,27179
BHUPALAPALLAY,2026-03-13,BHD1,516,6,26986.8,23524.39356,0.8717,30423
BHUPALAPALLAY,2026-03-13,BHD6,518,6,27091.4,19811.94082,0.7313,25620
BHUPALAPALLAY,2026-03-13,BHD8,526,3,27509.8,27160.42554,0.9873,35123
BHUPALAPALLAY,2026-03-13,BHE1,518,6,27091.4,22220.36628,0.8202,28736
JANGAON,2026-03-13,BHE1,500,4,26150,25498.865,0.9751,32975
BHUPALAPALLAY,2026-03-13,BHK2,506,3,26463.8,25050.63308,0.9466,32397
BHUPALAPALLAY,2026-03-13,BHK5,414,6,21652.2,17934.51726,0.8283,23194
BHUPALAPALLAY,2026-03-13,BHKP,470,2,16920,14253.408,0.8424,23969
BODHAN,2026-03-13,BHNS,372,12,20608.8,18677.75544,0.9063,19848
BHUPALAPALLAY,2026-03-13,BHY1,506,3,18216,10149.9552,0.5572,17070
BHUPALAPALLAY,2026-03-13,BHY2,470,2,16920,11361.78,0.6715,19108
BHUPALAPALLAY,2026-03-13,BHY4,422,2,15192,11011.1616,0.7248,18518
BHUPALAPALLAY,2026-03-13,BHY5,470,2,16920,8531.064,0.5042,14347
BHUPALAPALLAY,2026-03-13,BHY6,470,2,16920,10113.084,0.5977,17008
NIZAMABAD-I,2026-03-13,BJB1,412,6,21238.6,20563.21252,0.9682,26592
BHUPALAPALLAY,2026-03-13,BJH1,498,6,26045.4,17296.75014,0.6641,22368
KARIMNAGAR-I,2026-03-13,BJK4,400,10,21508,21325.182,0.9915,22662
BHUPALAPALLAY,2026-03-13,BJP1,782,4,28152,20728.3176,0.7363,34860
BHUPALAPALLAY,2026-03-13,BJP2,782,4,28152,21361.7376,0.7588,35924
HYDERABAD-II,2026-03-13,BK10,400,2,20144,19467.1616,0.9664,25174
HYDERABAD-II,2026-03-13,BK11,400,2,20144,17339.9552,0.8608,22423
BANSWADA,2026-03-13,BKD1,392,14,21716.8,20930.65184,0.9638,22242
BANSWADA,2026-03-13,BKD2,376,18.64,20063.36,15298.312,0.7625,16258
BANSWADA,2026-03-13,BKD4,416,8,23046.4,20193.25568,0.8762,21460
BANSWADA,2026-03-13,BKD5,395,12,21077.2,18735.52308,0.8889,19910
BODHAN,2026-03-13,BKJB,494,4,26068.38,15860.00239,0.6084,20509
BHUPALAPALLAY,2026-03-13,BKM1,510,3,26673,25267.3329,0.9473,32676
WARANGAL-I,2026-03-13,BKR1,476,3,17735.76,11645.30002,0.6566,23753
WARANGAL-II,2026-03-13,BL04,440,4,22255.2,24084.57744,1.0822,31146
WARANGAL-I,2026-03-13,BLD1,1492,2,53712,20910.0816,0.3893,35160
JANGAON,2026-03-13,BLJ1,348,4,19153.92,15890.09203,0.8296,16886
JANGAON,2026-03-13,BLJ3,466,6,24371.8,23387.17928,0.9596,30243
ARMOOR,2026-03-13,BM02,350,4,19390,17670.107,0.9113,18778
ARMOOR,2026-03-13,BM16,416,16,22197.76,21016.83917,0.9468,22334
ARMOOR,2026-03-13,BM18,384,14.77,20490.24,21715.55635,1.0598,23078
NIZAMABAD-I,2026-03-13,BME1,402,6,20723.1,20573.89368,0.9928,26606
NIZAMABAD-I,2026-03-13,BME2,402,6,20723.1,13161.24081,0.6351,17020
NIZAMABAD-I,2026-03-13,BME3,402,6,20723.1,16706.96322,0.8062,21606
NIZAMABAD-I,2026-03-13,BME4,402,6,20723.1,13950.79092,0.6732,18040
BHUPALAPALLAY,2026-03-13,BMG1,498,3,26045.4,17570.22684,0.6746,22721
NIZAMABAD-I,2026-03-13,BMGL,400,6.19,21344,22097.4432,1.0353,23482
KARIMNAGAR-I,2026-03-13,BMP1,330,8,18186.3,16975.09242,0.9334,18040
BHUPALAPALLAY,2026-03-13,BMP1,436,4,23164.68,13386.86857,0.5779,14225
KARIMNAGAR-I,2026-03-13,BMP4,330,8,18186.3,19770.32673,1.0871,21010
ARMOOR,2026-03-13,BMR1,390,12,20810.4,16837.69464,0.8091,17894
NIZAMABAD-I,2026-03-13,BNE1,438,,23113.26,32462.57367,1.4045,41982
NIZAMABAD-I,2026-03-13,BNE2,438,,23113.26,19267.21354,0.8336,24916
NIZAMABAD-I,2026-03-13,BNG1,1540,,64680,12256.86,0.1895,30461
KARIMNAGAR-I,2026-03-13,BNG3,1510,2,54360,22586.58,0.4155,37986
HYDERABAD-II,2026-03-13,BNG3,1166,2,41836.08,20713.04321,0.4951,34832
KARIMNAGAR-I,2026-03-13,BNG5,1498,2,62916,10085.4348,0.1603,25069
HYDERABAD-II,2026-03-13,BNG6,1166,2,41836.08,22809.03082,0.5452,38355
HYDERABAD-I,2026-03-13,BNGC,1154,2,50360.56,12222.50791,0.2427,30377
HYDERABAD-I,2026-03-13,BNGD,1154,1.76,50360.56,23553.63391,0.4677,58538
HYDERABAD-I,2026-03-13,BNGE,1310,2,57168.4,14743.73036,0.2579,36637
NIZAMABAD-I,2026-03-13,BNLR,314,6,16755.04,10548.97318,0.6296,11210
BHUPALAPALLAY,2026-03-13,BNR1,346,6,18382.98,16859.03096,0.9171,17916
NIZAMABAD-I,2026-03-13,BNS2,372,6,20608.8,24293.65344,1.1788,25816
NIZAMABAD-I,2026-03-13,BNS3,422,5.78,22517.92,12711.36584,0.5645,13508
NIZAMABAD-I,2026-03-13,BNS5,380,5.21,20276.8,16491.12144,0.8133,17526
NIZAMABAD-I,2026-03-13,BNS7,400,5.48,21344,19105.0144,0.8951,20302
ARMOOR,2026-03-13,BP01,386,10,21384.4,17631.4378,0.8245,18736
PARKAL,2026-03-13,BP11,420,10.5,22314.6,20504.88594,0.9189,21790
BANSWADA,2026-03-13,BPD1,390,10.34,20810.4,15770.12112,0.7578,16760
NIZAMABAD-I,2026-03-13,BPD1,310,6,16541.6,17532.44184,1.0599,18632
BHUPALAPALLAY,2026-03-13,BPDP,346,8,18382.98,18888.51195,1.0275,20073
BHUPALAPALLAY,2026-03-13,BPKT,440,8,23377.2,18337.07568,0.7844,19488
WARANGAL-II,2026-03-13,BPL3,412,4,20838.96,23070.81262,1.1071,29834
WARANGAL-II,2026-03-13,BPL4,412,4,20838.96,22849.91964,1.0965,29550
MAHABOOBABAD,2026-03-13,BPT1,340,4,18064.2,19899.52272,1.1016,21148
PARKAL,2026-03-13,BPV1,360,10,19814.4,21169.70496,1.0684,22496
BODHAN,2026-03-13,BRK1,390,14,20810.4,16831.45152,0.8088,17886
WARANGAL-II,2026-03-13,BRK1,330,2,18163.2,19950.45888,1.0984,21202
BANSWADA,2026-03-13,BRK3,369,23.49,19689.84,21934.48176,1.114,23310
BHUPALAPALLAY,2026-03-13,BRV1,380,4,20189.4,16252.467,0.805,17272
BODHAN,2026-03-13,BSH1,492,4,25962.84,22603.2485,0.8706,29232
BANSWADA,2026-03-13,BSJ1,333,2,11988,4808.3868,0.4011,8086
BANSWADA,2026-03-13,BSJ2,419,2,22110.63,24204.50666,1.0947,31301
BANSWADA,2026-03-13,BSJ3,419,2,22110.63,21223.99374,0.9599,27448
BANSWADA,2026-03-13,BSJ5,419,2,22110.63,16215.93604,0.7334,20971
BANSWADA,2026-03-13,BSJ6,419,,22110.63,15596.8384,0.7054,20171
BANSWADA,2026-03-13,BSJ7,419,,22110.63,21193.03886,0.9585,27407
BANSWADA,2026-03-13,BSJ8,419,,22110.63,16189.40329,0.7322,20936
BHUPALAPALLAY,2026-03-13,BSP1,350,8,18595.5,14943.3438,0.8036,15881
JANGAON,2026-03-13,BSR1,494,4,25836.2,33408.79022,1.2931,43203
BANSWADA,2026-03-13,BSR1,383,17,20436.88,15331.74738,0.7502,16294
ARMOOR,2026-03-13,BT02,386,10,21384.4,18747.70348,0.8767,19924
BHUPALAPALLAY,2026-03-13,BTD1,518,6.02,27091.4,31463.95196,1.1614,40689
BHUPALAPALLAY,2026-03-13,BTD2,518,6,27091.4,22488.57114,0.8301,29082
ARMOOR,2026-03-13,BV01,400,2,21344,19169.0464,0.8981,20370
BODHAN,2026-03-13,BW10,350,10,19390,20247.038,1.0442,21516
BODHAN,2026-03-13,BWD1,350,10,19390,19186.405,0.9895,20390
BODHAN,2026-03-13,BWD2,350,10,19390,21026.516,1.0844,22344
BODHAN,2026-03-13,BWD3,350,10,19390,15496.488,0.7992,16468
BODHAN,2026-03-13,BWD4,350,10,19390,19574.205,1.0095,20802
BODHAN,2026-03-13,BWD5,350,10,19390,15141.651,0.7809,16092
BODHAN,2026-03-13,BWD6,350,10,19390,23256.366,1.1994,24714
BODHAN,2026-03-13,BWD7,350,10,19390,22632.008,1.1672,24052
BODHAN,2026-03-13,BWD8,350,10,19390,14561.89,0.751,15474
BODHAN,2026-03-13,BWD9,318,12,16968.48,12904.52904,0.7605,13714
WARANGAL-I,2026-03-13,BYH1,716,3,25776,19904.2272,0.7722,33472
WARANGAL-I,2026-03-13,BYH2,606,3,21816,16610.7024,0.7614,27936
WARANGAL-I,2026-03-13,BYH3,606,3,21816,14276.3904,0.6544,24010
BODHAN,2026-03-13,BZHB,400,4.02,21108,22473.6876,1.0647,29063
PARKAL,2026-03-13,CHE3,480,4,25104,19696.5984,0.7846,25473
PARKAL,2026-03-13,CHE6,480,4,25104,22008.6768,0.8767,28462
PARKAL,2026-03-13,CHE9,480,4,25104,26183.472,1.043,33862
NIZAMABAD-I,2026-03-13,CHK1,336,12,18614.4,13689.02976,0.7354,14548
NIZAMABAD-I,2026-03-13,CHL1,392,8,20917.12,18020.09888,0.8615,19150
BODHAN,2026-03-13,CHR1,500,2,26385,16770.306,0.6356,21686
BODHAN,2026-03-13,CHR2,500,2,26385,24261.0075,0.9195,31374
NIZAMABAD-I,2026-03-13,CMP4,408,8.28,21770.88,23466.83155,1.0779,24938
ARMOOR,2026-03-13,CNR1,490,2,25857.3,23512.04289,0.9093,30406
WARANGAL-II,2026-03-13,CNR1,440,4,22255.2,23112.0252,1.0385,29888
ARMOOR,2026-03-13,CNR2,490,2,25857.3,19118.88762,0.7394,24724
WARANGAL-II,2026-03-13,CNR2,440,4,22255.2,27178.05024,1.2212,35146
ARMOOR,2026-03-13,CTP1,366,9.73,19529.76,13914.954,0.7125,14788
WARANGAL-I,2026-03-13,CTR1,1422,2,52983.72,27185.94673,0.5131,55453
WARANGAL-I,2026-03-13,CTR2,1422,2,52983.72,17426.34551,0.3289,35546
NIZAMABAD-I,2026-03-13,CWG1,414,6.18,22091.04,18925.39397,0.8567,20112
HYDERABAD-II,2026-03-13,DG01,460,2,23165.6,22238.976,0.96,28758
HYDERABAD-II,2026-03-13,DGL2,400,2,20144,21634.656,1.074,27977
HYDERABAD-II,2026-03-13,DGL3,400,2,20144,26463.1728,1.3137,34222
BANSWADA,2026-03-13,DGL3,401,12.83,21397.36,16255.57439,0.7597,17274
HYDERABAD-II,2026-03-13,DGL4,400,2,19600,29158.92,1.4877,37708
BODHAN,2026-03-13,DGL6,312,10,16648.32,12850.83821,0.7719,13656
BANSWADA,2026-03-13,DGL7,435,8,23211.6,22619.7042,0.9745,24038
BODHAN,2026-03-13,DGL7,288,8,15367.68,11697.87802,0.7612,12432
BANSWADA,2026-03-13,DGL8,483,8,25487.91,21669.82108,0.8502,28024
BODHAN,2026-03-13,DGL8,320,10,17075.2,16195.8272,0.9485,17211
BODHAN,2026-03-13,DGL9,344,6.75,18355.84,22983.34726,1.2521,24424
KARIMNAGAR-I,2026-03-13,DKD1,400,8,21508,19993.8368,0.9296,21248
THORROR,2026-03-13,DKH1,503,13.94,26724.39,32948.50043,1.2329,35013
MAHABOOBABAD,2026-03-13,DKL1,378,10,20805.12,22792.00896,1.0955,24222
NIZAMABAD-I,2026-03-13,DKL1,336,6,18614.4,22050.61824,1.1846,23434
MAHABOOBABAD,2026-03-13,DKL2,378,10,20805.12,25176.27571,1.2101,26754
MAHABOOBABAD,2026-03-13,DL01,464,2,18991.52,12731.91501,0.6704,18760
MAHABOOBABAD,2026-03-13,DL02,464,2,18991.52,15248.29141,0.8029,22468
MAHABOOBABAD,2026-03-13,DL03,464,2,18991.52,9277.35752,0.4885,13668
BANSWADA,2026-03-13,DN01,483,8,25487.91,32657.65908,1.2813,42234
JANGAON,2026-03-13,DPH3,395,12,20986.35,13208.80869,0.6294,14037
KARIMNAGAR-I,2026-03-13,DPR1,408,4,22484.88,23815.9849,1.0592,25310
HANAMKONDA,2026-03-13,DPV1,416,7,22102.08,11619.06346,0.5257,12348
ARMOOR,2026-03-13,DR01,354,12,18889.44,13052.60304,0.691,13870
NIZAMABAD-I,2026-03-13,DRM1,348,12.43,18569.28,11832.34522,0.6372,12574
BODHAN,2026-03-13,DRM1,300,12,16008,13374.684,0.8355,14214
WARANGAL-II,2026-03-13,ED01,532,4,23940,18622.926,0.7779,27438
WARANGAL-II,2026-03-13,ED02,532,4,23940,18153.702,0.7583,26748
WARANGAL-II,2026-03-13,ED03,532,4,23940,18352.404,0.7666,27042
WARANGAL-II,2026-03-13,ED04,532,4,23940,19506.312,0.8148,28742
WARANGAL-II,2026-03-13,ED05,532,4,23940,18713.898,0.7817,27572
WARANGAL-II,2026-03-13,ED06,532,4,23940,12776.778,0.5337,18826
WARANGAL-II,2026-03-13,ED07,532,4,23940,19183.122,0.8013,28266
WARANGAL-II,2026-03-13,ED08,532,4,23940,15158.808,0.6332,22336
WARANGAL-II,2026-03-13,ED09,532,4,23940,15766.884,0.6586,23230
WARANGAL-II,2026-03-13,ED10,532,4,23940,14902.65,0.6225,21956
WARANGAL-II,2026-03-13,ED11,532,4,23940,13997.718,0.5847,20624
WARANGAL-II,2026-03-13,ED12,532,4,23940,15027.138,0.6277,22142
WARANGAL-II,2026-03-13,ED13,532,3.87,23940,16434.81,0.6865,24216
WARANGAL-II,2026-03-13,ED14,532,3.87,23940,14773.374,0.6171,21768
WARANGAL-II,2026-03-13,ED15,532,3.87,23940,14900.256,0.6224,21954
WARANGAL-II,2026-03-13,ED16,532,3.87,23940,12247.704,0.5116,18046
WARANGAL-II,2026-03-13,ED17,532,3.87,23940,16372.566,0.6839,24125
WARANGAL-II,2026-03-13,ED31,480,2,21600,11406.96,0.5281,16808
WARANGAL-II,2026-03-13,ED32,480,2,21600,10758.96,0.4981,15852
WARANGAL-II,2026-03-13,ED33,480,2,21600,10473.84,0.4849,15432
WARANGAL-II,2026-03-13,ED34,480,2,21600,11854.08,0.5488,17466
WARANGAL-II,2026-03-13,ED35,532,4,23940,11967.606,0.4999,17632
WARANGAL-II,2026-03-13,ED36,532,4,23940,18450.558,0.7707,27186
WARANGAL-II,2026-03-13,ED37,532,4,23940,23619.204,0.9866,34802
WARANGAL-II,2026-03-13,EH03,486,4,24581.88,23045.5125,0.9375,29801
WARANGAL-II,2026-03-13,EK01,484,3.74,26136,24897.1536,0.9526,32198
WARANGAL-II,2026-03-13,EK02,518,4,27972,26573.4,0.95,34366
WARANGAL-II,2026-03-13,EK03,518,4,27972,29051.7192,1.0386,37568
WARANGAL-II,2026-03-13,EK04,518,4,27972,30330.0396,1.0843,39222
WARANGAL-II,2026-03-13,EK05,484,3.74,26136,20895.732,0.7995,27021
WARANGAL-II,2026-03-13,EK06,484,3.74,26136,20772.8928,0.7948,26864
WARANGAL-II,2026-03-13,EK07,518,4,27972,24528.6468,0.8769,31721
WARANGAL-II,2026-03-13,EK08,518,4,27972,25555.2192,0.9136,33049
WARANGAL-II,2026-03-13,EL01,460,3.95,24840,22875.156,0.9209,29581
WARANGAL-II,2026-03-13,EL02,439,3.77,23706,17525.8458,0.7393,22665
WARANGAL-II,2026-03-13,EL03,452,3.88,24408,21347.2368,0.8746,27606
WARANGAL-II,2026-03-13,EL04,432,3.71,23328,24995.952,1.0715,32325
WARANGAL-II,2026-03-13,EL05,452,3.88,24408,20161.008,0.826,26072
WARANGAL-II,2026-03-13,EL06,452,3.88,24408,18337.7304,0.7513,23714
KARIMNAGAR-I,2026-03-13,ELG1,270,8,14517.9,10720.01736,0.7384,11392
KARIMNAGAR-I,2026-03-13,ELG2,272,6,14625.44,14161.81355,0.9683,15050
KARIMNAGAR-I,2026-03-13,ELG3,358,6,19729.38,16746.29774,0.8488,17796
ARMOOR,2026-03-13,ELK1,392,12,20917.12,13891.05939,0.6641,14762
NARSAMPET,2026-03-13,ELK1,416,14.12,22102.08,27753.58186,1.2557,29494
WARANGAL-II,2026-03-13,EM01,470,3.76,25380,25433.298,1.0021,32891
WARANGAL-II,2026-03-13,EM02,490,3.92,26460,17093.16,0.646,22104
WARANGAL-II,2026-03-13,EM03,500,4,27000,27315.9,1.0117,35324
WARANGAL-II,2026-03-13,EM04,500,4,27000,20841.3,0.7719,26952
WARANGAL-II,2026-03-13,EM05,500,4,27000,19134.9,0.7087,24744
WARANGAL-II,2026-03-13,EM07,470,3.76,25380,19271.034,0.7593,24921
WARANGAL-II,2026-03-13,EM08,500,4,27000,27143.1,1.0053,35102
WARANGAL-II,2026-03-13,EM09,500,4,27000,20025.9,0.7417,25898
NARSAMPET,2026-03-13,ENG1,390,6,20720.7,26928.62172,1.2996,28616
WARANGAL-II,2026-03-13,ENR1,486,4,24581.88,24847.3643,1.0108,32134
WARANGAL-I,2026-03-13,ENR1,440,,23377.2,19300.21632,0.8256,20511
WARANGAL-II,2026-03-13,ENR4,440,4,22255.2,18307.12752,0.8226,23675
WARANGAL-II,2026-03-13,ENR5,220,2,11127.6,6984.79452,0.6277,9033
WARANGAL-II,2026-03-13,ENR9,440,4,22255.2,22660.24464,1.0182,29303
BHUPALAPALLAY,2026-03-13,ENT1,514,4,26882.2,28046.19926,1.0433,36269
WARANGAL-II,2026-03-13,EP01,448,5.15,24192,20234.1888,0.8364,26167
WARANGAL-II,2026-03-13,EP02,440,,23760,18606.456,0.7831,24061
WARANGAL-II,2026-03-13,EP03,440,,23760,15113.736,0.6361,19546
WARANGAL-II,2026-03-13,EP04,440,,23760,22802.472,0.9597,29489
WARANGAL-II,2026-03-13,EP05,440,,23760,25404.192,1.0692,32853
WARANGAL-II,2026-03-13,EP06,440,,23760,16646.256,0.7006,21528
WARANGAL-II,2026-03-13,EP07,440,,23760,26770.392,1.1267,34619
WARANGAL-II,2026-03-13,EP08,440,,23760,27034.128,1.1378,34962
WARANGAL-II,2026-03-13,EP09,440,,23760,26689.608,1.1233,34516
WARANGAL-II,2026-03-13,EP11,440,,23760,26473.392,1.1142,34234
WARANGAL-II,2026-03-13,EP12,440,,23760,18523.296,0.7796,23955
WARANGAL-II,2026-03-13,ES01,532,4,21812,14422.0944,0.6612,24252
WARANGAL-II,2026-03-13,ES02,532,4,21812,12504.8196,0.5733,21028
WARANGAL-II,2026-03-13,ES03,532,4,21812,12980.3212,0.5951,21828
WARANGAL-II,2026-03-13,ES04,532,4,21812,17558.66,0.805,29528
WARANGAL-II,2026-03-13,ES05,532,4,21812,16092.8936,0.7378,27064
WARANGAL-II,2026-03-13,ES06,532,4,21812,13200.6224,0.6052,22200
WARANGAL-II,2026-03-13,ES07,532,4,21812,15314.2052,0.7021,25754
WARANGAL-II,2026-03-13,ES08,532,4,21812,19412.68,0.89,32646
WARANGAL-II,2026-03-13,ES09,532,4,21812,16821.4144,0.7712,28288
WARANGAL-II,2026-03-13,ES10,532,4,21812,18117.0472,0.8306,30469
WARANGAL-II,2026-03-13,ES12,532,4,21812,17608.8276,0.8073,29614
WARANGAL-II,2026-03-13,ES13,532,4,21812,17368.8956,0.7963,29211
WARANGAL-II,2026-03-13,ES14,532,3.87,21812,12195.0892,0.5591,20508
WARANGAL-II,2026-03-13,ES15,278,2.02,11398,11368.3652,0.9974,19118
WARANGAL-II,2026-03-13,ES16,532,3.87,21812,14162.5316,0.6493,23818
WARANGAL-II,2026-03-13,ES17,532,3.87,21812,9725.9708,0.4459,16356
WARANGAL-II,2026-03-13,ES18,532,3.87,21812,13582.3324,0.6227,22842
WARANGAL-II,2026-03-13,ES19,532,3.87,21812,11364.052,0.521,19112
WARANGAL-II,2026-03-13,ES20,532,3.87,21812,15181.152,0.696,25530
WARANGAL-II,2026-03-13,ES34,532,,21812,17792.0484,0.8157,29920
MAHABOOBABAD,2026-03-13,ESR1,522,6,27300.6,26560.75374,0.9729,34348
WARANGAL-II,2026-03-13,ET01,512,4,27648,30351.9744,1.0978,39251
WARANGAL-II,2026-03-13,ET02,512,4,27648,27628.6464,0.9993,35729
WARANGAL-II,2026-03-13,ET03,512,4,27648,31814.5536,1.1507,41143
WARANGAL-II,2026-03-13,ET04,482,3.77,26028,23844.2508,0.9161,30835
WARANGAL-II,2026-03-13,ET05,512,4,27648,23901.696,0.8645,30911
WARANGAL-II,2026-03-13,ET06,512,4,27648,14603.6736,0.5282,18884
MAHABOOBABAD,2026-03-13,ETR1,532,8,27823.6,16591.21268,0.5963,21454
WARANGAL-II,2026-03-13,EX02,532,4,28728,33945.0048,1.1816,43897
WARANGAL-II,2026-03-13,EX04,532,4,28728,37464.1848,1.3041,48450
WARANGAL-II,2026-03-13,EX06,442,3.32,23868,34131.24,1.43,44140
WARANGAL-II,2026-03-13,EX07,532,4,28728,38848.8744,1.3523,50238
WARANGAL-II,2026-03-13,EX10,532,4,28728,31118.1696,1.0832,40242
